Date,Open,High,Low,Close,Adj Close,Volume
29-08-2016,58.18,58.599998,58.099998,58.099998,53.422482,16417200
30-08-2016,57.98,58.189999,57.610001,57.889999,53.229385,16930200
31-08-2016,57.650002,57.799999,57.299999,57.459999,52.834,20860300
01-09-2016,57.009998,57.82,57.009998,57.59,52.953541,26075400
02-09-2016,57.669998,58.189999,57.419998,57.669998,53.027096,18900500
06-09-2016,57.779999,57.799999,57.209999,57.610001,52.971928,16278400
07-09-2016,57.470001,57.84,57.41,57.66,53.017895,17493400
08-09-2016,57.630001,57.790001,57.18,57.43,52.806423,20146100
09-09-2016,56.790001,57.52,56.209999,56.209999,51.684635,35113900
12-09-2016,56,57.209999,55.610001,57.049999,52.457012,29303000
13-09-2016,56.5,56.650002,56.049999,56.529999,51.978863,30130200
14-09-2016,56.389999,56.630001,56.029999,56.259998,51.73061,24062500
15-09-2016,56.150002,57.349998,55.98,57.189999,52.585739,26847000
16-09-2016,57.630001,57.630001,56.75,57.25,52.640903,44607000
19-09-2016,57.27,57.75,56.849998,56.93,52.346676,20937100
20-09-2016,57.349998,57.349998,56.75,56.810001,52.23634,17384000
21-09-2016,57.509998,57.849998,57.080002,57.759998,53.109852,33707300
22-09-2016,57.919998,58,57.630001,57.82,53.165024,19822200
23-09-2016,57.869999,57.91,57.380001,57.43,52.806423,19955300
26-09-2016,57.080002,57.139999,56.830002,56.900002,52.319092,21688700
27-09-2016,56.93,58.060001,56.68,57.950001,53.284554,28065100
28-09-2016,57.880001,58.060001,57.669998,58.029999,53.358112,20536400
29-09-2016,57.810001,58.169998,57.209999,57.400002,52.778831,25463500
30-09-2016,57.57,57.77,57.34,57.599998,52.962727,29910800
03-10-2016,57.41,57.549999,57.060001,57.419998,52.797215,19189500
04-10-2016,57.27,57.599998,56.970001,57.240002,52.631718,20085900
05-10-2016,57.290001,57.959999,57.259998,57.639999,52.999496,16726400
06-10-2016,57.740002,57.860001,57.279999,57.740002,53.091469,16212600
07-10-2016,57.849998,57.98,57.419998,57.799999,53.146633,20089000
10-10-2016,57.91,58.389999,57.869999,58.040001,53.367313,18196500
11-10-2016,57.889999,58.02,56.889999,57.189999,52.585739,26497400
12-10-2016,57.110001,57.27,56.400002,57.110001,52.512184,22177500
13-10-2016,56.700001,57.299999,56.32,56.919998,52.337475,25313700
14-10-2016,57.119999,57.740002,57.119999,57.419998,52.797215,27402500
17-10-2016,57.360001,57.459999,56.869999,57.220001,52.613323,23830000
18-10-2016,57.529999,57.950001,57.41,57.66,53.017895,19149500
19-10-2016,57.470001,57.84,57.400002,57.529999,52.898369,22878400
20-10-2016,57.5,57.52,56.66,57.25,52.640903,49455600
21-10-2016,60.279999,60.450001,59.490002,59.66,54.85688,80032200
24-10-2016,59.939999,61,59.93,61,56.089005,54067000
25-10-2016,60.849998,61.369999,60.799999,60.990002,56.079819,35137200
26-10-2016,60.810001,61.200001,60.470001,60.630001,55.748795,29911600
27-10-2016,60.610001,60.830002,60.09,60.099998,55.261456,28479900
28-10-2016,60.009998,60.52,59.580002,59.869999,55.04998,33574700
31-10-2016,60.16,60.419998,59.919998,59.919998,55.095947,26434700
01-11-2016,59.970001,60.02,59.25,59.799999,54.985615,24533000
02-11-2016,59.82,59.93,59.299999,59.43,54.645405,22147000
03-11-2016,59.529999,59.639999,59.110001,59.209999,54.443108,21600400
04-11-2016,58.650002,59.279999,58.52,58.709999,53.983368,28697000
07-11-2016,59.779999,60.52,59.779999,60.419998,55.555706,31664800
08-11-2016,60.549999,60.779999,60.150002,60.470001,55.601677,22935400
09-11-2016,60,60.59,59.200001,60.169998,55.325817,49632500
10-11-2016,60.48,60.490002,57.630001,58.700001,53.974178,57822400
11-11-2016,58.23,59.119999,58.009998,59.02,54.268414,38767800
14-11-2016,59.02,59.080002,57.279999,58.119999,53.440865,41328400
15-11-2016,58.330002,59.490002,58.32,58.869999,54.49617,35904100
16-11-2016,58.939999,59.66,58.810001,59.650002,55.218216,27332500
17-11-2016,60.41,60.950001,59.970001,60.639999,56.134666,32132700
18-11-2016,60.779999,61.139999,60.299999,60.349998,55.866203,27686300
21-11-2016,60.5,60.970001,60.419998,60.860001,56.338314,19652600
22-11-2016,60.98,61.259998,60.810001,61.119999,56.578999,23206700
23-11-2016,61.009998,61.099998,60.25,60.400002,55.912491,21848900
25-11-2016,60.299999,60.529999,60.130001,60.529999,56.032841,8409600
28-11-2016,60.34,61.02,60.209999,60.610001,56.106895,20732600
29-11-2016,60.650002,61.41,60.52,61.09,56.551228,22366700
30-11-2016,60.860001,61.18,60.220001,60.259998,55.78289,34655400
01-12-2016,60.110001,60.150002,58.939999,59.200001,54.801651,34542100
02-12-2016,59.080002,59.470001,58.799999,59.25,54.847939,25515700
05-12-2016,59.700001,60.59,59.560001,60.220001,55.745876,23552700
06-12-2016,60.43,60.459999,59.799999,59.950001,55.495926,19907000
07-12-2016,60.009998,61.380001,59.799999,61.369999,56.810425,30809000
08-12-2016,61.299999,61.580002,60.84,61.009998,56.477177,21220800
09-12-2016,61.18,61.990002,61.130001,61.970001,57.365849,27349400
12-12-2016,61.82,62.299999,61.720001,62.169998,57.550991,20198100
13-12-2016,62.5,63.419998,62.240002,62.98,58.300812,35718900
14-12-2016,63,63.450001,62.529999,62.68,58.023098,30352700
15-12-2016,62.700001,63.150002,62.299999,62.580002,57.930527,27669900
16-12-2016,62.950001,62.950001,62.119999,62.299999,57.671329,42453100
19-12-2016,62.560001,63.77,62.419998,63.619999,58.893253,34338200
20-12-2016,63.689999,63.799999,63.029999,63.540001,58.819214,26028400
21-12-2016,63.43,63.700001,63.119999,63.540001,58.819214,17096300
22-12-2016,63.84,64.099998,63.41,63.549999,58.828457,22176600
23-12-2016,63.450001,63.540001,62.799999,63.240002,58.541492,12403800
27-12-2016,63.209999,64.07,63.209999,63.279999,58.578526,11763200
28-12-2016,63.400002,63.400002,62.830002,62.990002,58.31007,14653300
29-12-2016,62.860001,63.200001,62.73,62.900002,58.226757,10250600
30-12-2016,62.959999,62.990002,62.029999,62.139999,57.52322,25579900
03-01-2017,62.790001,62.84,62.130001,62.580002,57.930527,20694100
04-01-2017,62.48,62.75,62.119999,62.299999,57.671329,21340000
05-01-2017,62.189999,62.66,62.029999,62.299999,57.671329,24876000
06-01-2017,62.299999,63.150002,62.040001,62.84,58.171219,19922900
09-01-2017,62.759998,63.080002,62.540001,62.639999,57.986061,20382700
10-01-2017,62.73,63.07,62.279999,62.619999,57.967552,18593000
11-01-2017,62.610001,63.23,62.43,63.189999,58.495209,21517300
12-01-2017,63.060001,63.400002,61.950001,62.610001,57.958309,20968200
13-01-2017,62.619999,62.869999,62.349998,62.700001,58.041607,19422300
17-01-2017,62.68,62.700001,62.029999,62.529999,57.884243,20664000
18-01-2017,62.669998,62.700001,62.119999,62.5,57.856472,19670100
19-01-2017,62.240002,62.98,62.200001,62.299999,57.671329,18451700
20-01-2017,62.669998,62.82,62.369999,62.740002,58.078651,30213500
23-01-2017,62.700001,63.119999,62.57,62.959999,58.282288,23097600
24-01-2017,63.200001,63.740002,62.939999,63.52,58.800686,24672900
25-01-2017,63.950001,64.099998,63.450001,63.68,58.948807,23672700
26-01-2017,64.120003,64.540001,63.549999,64.269997,59.494968,43554600
27-01-2017,65.389999,65.910004,64.889999,65.779999,60.89278,44818000
30-01-2017,65.690002,65.790001,64.800003,65.129997,60.291061,31651400
31-01-2017,64.860001,65.150002,64.260002,64.650002,59.846733,25270500
01-02-2017,64.360001,64.620003,63.470001,63.580002,58.856236,39671500
02-02-2017,63.25,63.41,62.75,63.169998,58.476685,45827000
03-02-2017,63.5,63.700001,63.07,63.68,58.948807,30301800
06-02-2017,63.5,63.650002,63.139999,63.639999,58.91177,19796400
07-02-2017,63.740002,63.779999,63.23,63.43,58.717384,20277200
08-02-2017,63.57,63.810001,63.220001,63.34,58.634068,18096400
09-02-2017,63.52,64.440002,63.32,64.059998,59.300571,22644400
10-02-2017,64.25,64.300003,63.98,64,59.245033,18170700
13-02-2017,64.239998,64.860001,64.129997,64.720001,59.911533,22920100
14-02-2017,64.410004,64.720001,64.019997,64.57,60.135052,23108400
15-02-2017,64.5,64.57,64.160004,64.529999,60.097794,17005200
16-02-2017,64.739998,65.239998,64.440002,64.519997,60.088482,20546300
17-02-2017,64.470001,64.690002,64.300003,64.620003,60.181606,21248800
21-02-2017,64.610001,64.949997,64.449997,64.489998,60.060547,20655900
22-02-2017,64.330002,64.389999,64.050003,64.360001,59.939476,19292700
23-02-2017,64.419998,64.730003,64.190002,64.620003,60.181606,20273100
24-02-2017,64.529999,64.800003,64.139999,64.620003,60.181606,21796800
27-02-2017,64.540001,64.540001,64.050003,64.230003,59.818413,15871500
28-02-2017,64.080002,64.199997,63.759998,63.98,59.585567,23239800
01-03-2017,64.129997,64.989998,64.019997,64.940002,60.479637,26937500
02-03-2017,64.690002,64.75,63.880001,64.010002,59.61351,24539600
03-03-2017,63.990002,64.279999,63.619999,64.25,59.837025,18135900
06-03-2017,63.970001,64.559998,63.810001,64.269997,59.855656,18750300
07-03-2017,64.190002,64.779999,64.190002,64.400002,59.976727,18521000
08-03-2017,64.260002,65.080002,64.25,64.989998,60.526199,21510900
09-03-2017,65.190002,65.199997,64.480003,64.730003,60.284058,19846800
10-03-2017,65.110001,65.260002,64.75,64.93,60.470341,19538200
13-03-2017,65.010002,65.190002,64.57,64.709999,60.26543,20100000
14-03-2017,64.529999,64.550003,64.150002,64.410004,59.986038,14280200
15-03-2017,64.550003,64.919998,64.25,64.75,60.302689,24833800
16-03-2017,64.75,64.760002,64.300003,64.639999,60.200237,20674300
17-03-2017,64.910004,65.239998,64.68,64.870003,60.414448,49219700
20-03-2017,64.910004,65.18,64.720001,64.93,60.470341,14598100
21-03-2017,65.190002,65.5,64.129997,64.209999,59.799767,26640500
22-03-2017,64.120003,65.139999,64.120003,65.029999,60.563454,20680000
23-03-2017,64.940002,65.239998,64.769997,64.870003,60.414448,19269200
24-03-2017,65.360001,65.449997,64.760002,64.980003,60.516899,22617100
27-03-2017,64.629997,65.220001,64.349998,65.099998,60.628651,18614700
28-03-2017,64.959999,65.470001,64.650002,65.290001,60.805603,20080400
29-03-2017,65.120003,65.5,64.949997,65.470001,60.973236,13618400
30-03-2017,65.419998,65.980003,65.360001,65.709999,61.196754,15122800
31-03-2017,65.650002,66.190002,65.449997,65.860001,61.336456,21040300
03-04-2017,65.809998,65.940002,65.190002,65.550003,61.047749,20400900
04-04-2017,65.389999,65.809998,65.279999,65.730003,61.215385,12997400
05-04-2017,66.300003,66.349998,65.440002,65.559998,61.057049,21448600
06-04-2017,65.599998,66.059998,65.480003,65.730003,61.215385,18103500
07-04-2017,65.849998,65.959999,65.440002,65.68,61.168819,14108500
10-04-2017,65.610001,65.82,65.360001,65.529999,61.02911,17952700
11-04-2017,65.599998,65.610001,64.849998,65.480003,60.982552,18791500
12-04-2017,65.419998,65.510002,65.110001,65.230003,60.749714,17108500
13-04-2017,65.290001,65.860001,64.949997,64.949997,60.488941,17896500
17-04-2017,65.040001,65.489998,65.010002,65.480003,60.982552,16689300
18-04-2017,65.330002,65.709999,65.160004,65.389999,60.898735,15155600
19-04-2017,65.650002,65.75,64.889999,65.040001,60.572773,26992800
20-04-2017,65.459999,65.75,65.139999,65.5,61.001179,22299500
21-04-2017,65.669998,66.699997,65.449997,66.400002,61.839352,32522600
24-04-2017,67.480003,67.660004,67.099998,67.529999,62.891739,29770000
25-04-2017,67.900002,68.040001,67.599998,67.919998,63.254959,30242700
26-04-2017,68.080002,68.309998,67.620003,67.830002,63.171139,26190800
27-04-2017,68.150002,68.379997,67.580002,68.269997,63.580894,34971000
28-04-2017,68.910004,69.139999,67.690002,68.459999,63.757858,39548800
01-05-2017,68.68,69.550003,68.5,69.410004,64.642616,31954400
02-05-2017,69.709999,69.709999,69.129997,69.300003,64.540169,23906100
03-05-2017,69.379997,69.379997,68.709999,69.080002,64.335289,28928000
04-05-2017,69.029999,69.080002,68.639999,68.809998,64.083832,21749400
05-05-2017,68.900002,69.029999,68.489998,69,64.26078,19128800
08-05-2017,68.970001,69.050003,68.419998,68.940002,64.204887,18566100
09-05-2017,68.860001,69.279999,68.68,69.040001,64.298035,22858400
10-05-2017,68.989998,69.559998,68.919998,69.309998,64.549484,17977800
11-05-2017,68.360001,68.730003,68.120003,68.459999,63.757858,28789400
12-05-2017,68.610001,68.610001,68.040001,68.379997,63.683372,18714100
15-05-2017,68.139999,68.480003,67.57,68.43,63.729927,31530300
16-05-2017,68.230003,69.440002,68.160004,69.410004,65.013145,34956000
17-05-2017,68.889999,69.099998,67.43,67.480003,63.205406,30548800
18-05-2017,67.400002,68.129997,67.139999,67.709999,63.420837,25201300
19-05-2017,67.5,68.099998,67.43,67.690002,63.4021,26961100
22-05-2017,67.889999,68.5,67.5,68.449997,64.11396,16237600
23-05-2017,68.720001,68.75,68.379997,68.68,64.329384,15425800
24-05-2017,68.870003,68.879997,68.449997,68.769997,64.413681,14593900
25-05-2017,68.970001,69.879997,68.910004,69.620003,65.209846,21854100
26-05-2017,69.800003,70.220001,69.519997,69.959999,65.52829,19827900
30-05-2017,69.790001,70.410004,69.769997,70.410004,65.949799,17072800
31-05-2017,70.529999,70.739998,69.809998,69.839996,65.415909,30436400
01-06-2017,70.239998,70.610001,69.449997,70.099998,65.659439,21603600
02-06-2017,70.440002,71.860001,70.239998,71.760002,67.214294,34770300
05-06-2017,71.970001,72.889999,71.809998,72.279999,67.70134,33316800
06-06-2017,72.300003,72.620003,72.269997,72.519997,67.926132,31511100
07-06-2017,72.639999,72.769997,71.949997,72.389999,67.804359,22301800
08-06-2017,72.510002,72.519997,71.5,71.949997,67.392235,24588300
09-06-2017,72.040001,72.080002,68.589996,70.32,65.865479,49187400
12-06-2017,69.25,69.940002,68.129997,69.779999,65.359703,47761700
13-06-2017,70.019997,70.82,69.959999,70.650002,66.174599,25258600
14-06-2017,70.910004,71.099998,69.43,70.269997,65.818657,25510700
15-06-2017,69.269997,70.209999,68.800003,69.900002,65.472107,26068700
16-06-2017,69.730003,70.029999,69.220001,70,65.565788,48345100
19-06-2017,70.5,70.940002,70.349998,70.870003,66.380669,23798300
20-06-2017,70.82,70.870003,69.870003,69.910004,65.481476,21512200
21-06-2017,70.209999,70.620003,69.940002,70.269997,65.818657,19891100
22-06-2017,70.540001,70.589996,69.709999,70.260002,65.809319,22965700
23-06-2017,70.089996,71.25,69.919998,71.209999,66.699112,27617300
26-06-2017,71.400002,71.709999,70.440002,70.529999,66.062187,19607000
27-06-2017,70.110001,70.18,69.18,69.209999,64.825813,25215100
28-06-2017,69.209999,69.839996,68.790001,69.800003,65.378456,25806200
29-06-2017,69.379997,69.489998,68.089996,68.489998,64.151421,28918700
30-06-2017,68.779999,69.379997,68.739998,68.93,64.56356,24161100
03-07-2017,69.330002,69.599998,68.019997,68.169998,63.851711,16165500
05-07-2017,68.260002,69.440002,68.220001,69.080002,64.704056,21176300
06-07-2017,68.269997,68.779999,68.120003,68.57,64.226372,21117600
07-07-2017,68.699997,69.839996,68.699997,69.459999,65.059967,16878300
10-07-2017,69.459999,70.25,69.199997,69.980003,65.54705,15014500
11-07-2017,70,70.68,69.75,69.989998,65.556396,17460000
12-07-2017,70.690002,71.279999,70.550003,71.150002,66.642921,17750900
13-07-2017,71.5,72.040001,71.309998,71.769997,67.223656,20269800
14-07-2017,72.239998,73.269997,71.959999,72.779999,68.16967,25868100
17-07-2017,72.800003,73.449997,72.720001,73.349998,68.70356,21803900
18-07-2017,73.089996,73.389999,72.660004,73.300003,68.656731,26435300
19-07-2017,73.5,74.040001,73.449997,73.860001,69.181252,22416200
20-07-2017,74.18,74.300003,73.279999,74.220001,69.518448,42361000
21-07-2017,73.449997,74.290001,73.169998,73.790001,69.115677,46717100
24-07-2017,73.529999,73.75,73.129997,73.599998,68.937729,21394800
25-07-2017,73.800003,74.309998,73.5,74.190002,69.490356,22018700
26-07-2017,74.339996,74.379997,73.809998,74.050003,69.359238,16252200
27-07-2017,73.760002,74.419998,72.32,73.160004,68.525589,36844200
28-07-2017,72.669998,73.309998,72.540001,73.040001,68.413216,18306700
31-07-2017,73.300003,73.440002,72.410004,72.699997,68.094734,23600100
01-08-2017,73.099998,73.419998,72.489998,72.580002,67.982353,22132300
02-08-2017,72.550003,72.559998,71.440002,72.260002,67.682617,26499200
03-08-2017,72.190002,72.440002,71.849998,72.150002,67.579567,18214400
04-08-2017,72.400002,73.040001,72.239998,72.68,68.076004,22579000
07-08-2017,72.800003,72.900002,72.260002,72.400002,67.813751,18705700
08-08-2017,72.089996,73.129997,71.75,72.790001,68.179047,22044600
09-08-2017,72.25,72.510002,72.050003,72.470001,67.879311,22213400
10-08-2017,71.900002,72.190002,71.349998,71.410004,66.886459,24734500
11-08-2017,71.610001,72.699997,71.279999,72.5,67.907417,21443700
14-08-2017,73.059998,73.720001,72.949997,73.589996,68.92836,20096600
15-08-2017,73.589996,73.589996,73.040001,73.220001,68.947182,19181400
16-08-2017,73.339996,74.099998,73.169998,73.650002,69.352097,18150400
17-08-2017,73.580002,73.870003,72.400002,72.400002,68.175056,22977500
18-08-2017,72.269997,72.839996,71.93,72.489998,68.259804,18761500
21-08-2017,72.470001,72.480003,71.699997,72.150002,67.939621,17734800
22-08-2017,72.349998,73.239998,72.349998,73.160004,68.890694,14343700
23-08-2017,72.959999,73.150002,72.529999,72.720001,68.476379,13766500
24-08-2017,72.739998,72.860001,72.07,72.690002,68.448112,17098300
25-08-2017,72.860001,73.349998,72.480003,72.82,68.570541,12794300
